ID;Type;Subtype;Group;Object;Comments;Density g/cm^3;Thermal conductivity W/mK;Specific Heat Capacity kJ/kg*K;Comments;Moisture content %wt;Volatile content %wt;Char content %wt;Ash content %wt;SUM;M_norm;V_norm;C_norm;A_norm;;Comments;C %wt;H %wt;N %wt;S %wt;O %wt;Cl %wt;SUM;E_C_norm;E_H_norm;E_N_norm;E_S_norm;E_O_norm;E_Cl_norm;HHV [MJ/kg] DAF;HHV_D [MJ/kg];HHV_eff_norm  [MJ/kg];E_HHV [MJ/kg] DAF;E_HHV_D [MJ/kg];E_HHV_eff_norm  [MJ/kg];Ref A
751;Organic;7;Dairy Products;Yoghurt, plain, unsweetened   ;;1.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
752;Organic;7;Dairy Products;Yoghurt, plain, unsweetened   ;;1.031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
753;Organic;7;Dairy Products;Yoghurt, strawberry, low fat  ;;1.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
754;Organic;8;Other;Apple juice;unsweetened;;;3.87;;87.93;;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;3
755;Organic;8;Other;Grapefruit juice;sweetened;;;3.85;;87.38;;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;3
756;Organic;8;Other;Grape juice;unsweetened;;;3.77;;84.12;;;0.29;;;;;;;;;;;;;;;;;;;;;;;;;;;3
757;Organic;8;Other;Lemon juice;;;;3.99;;92.46;;;0.36;;;;;;;;;;;;;;;;;;;;;;;;;;;3
758;Organic;8;Other;Lime juice;unsweetened;;;3.99;;92.52;;;0.31;;;;;;;;;;;;;;;;;;;;;;;;;;;3
759;Organic;8;Other;Orange juice;;;;3.9;;89.01;;;0.41;;;;;;;;;;;;;;;;;;;;;;;;;;;3
760;Organic;8;Other;Pineapple juice;unsweetened;;;3.81;;85.53;;;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;3
761;Organic;8;Other;Prune juice;;;;3.71;;81.24;;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;3
762;Organic;8;Other;Tomato juice;;;;4.03;;93.9;;;1.05;;;;;;;;;;;;;;;;;;;;;;;;;;;3
763;Organic;8;Other;Cranberry-apple juice drink;;;;3.73;;82.8;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;3
764;Organic;8;Other;Cranberry-grape juice drink;;;;3.81;;85.6;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;3
765;Organic;8;Other;Fruit punch drink;;;;3.87;;88;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;3
766;Organic;8;Other;Club soda;;;;4.17;;99.9;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;3
767;Organic;8;Other;Cola;;;;3.9;;89.4;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;3
768;Organic;8;Other;Cream soda;;;;3.83;;86.7;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;3
769;Organic;8;Other;Ginger ale;;;;3.95;;91.2;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;3
770;Organic;8;Other;Grape soda;;;;3.89;;88.8;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;3
771;Organic;8;Other;Lemon-lime soda;;;;3.9;;89.5;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;3
772;Organic;8;Other;Orange soda;;;;3.86;;87.6;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;3
773;Organic;8;Other;Root beer;;;;3.9;;89.3;;;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;;3
774;Organic;8;Other;Honey;;;;2.03;;17.1;;;2.03;;;;;;;;;;;;;;;;;;;;;;;;;;;3
775;Organic;8;Other;Maple syrup;;;;2.41;;32;;;2.41;;;;;;;;;;;;;;;;;;;;;;;;;;;3
776;Organic;8;Other;Milk;whole (at 28°C);;0.58;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
777;Organic;8;Other;Milk;whole (at 2°C);;0.522;;;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
778;Organic;8;Other;Milk;whole (at 20°C);;0.55;;;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
779;Organic;8;Other;Milk;whole (at 50°C);;0.586;;;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
780;Organic;8;Other;Milk;whole (at 80°C);;0.614;;;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
781;Organic;8;Other;Milk;skimmed (at 2°C);;0.538;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
782;Organic;8;Other;Milk;skimmed (at 20°C);;0.566;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
783;Organic;8;Other;Milk;skimmed (at 50°C);;0.606;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
784;Organic;8;Other;Milk;skimmed (at 80°C);;0.635;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
785;Organic;8;Other;Milk;evaporated (at 2°C);;0.486;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
786;Organic;8;Other;Milk;evaporated (at 20°C);;0.504;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
787;Organic;8;Other;Milk;evaporated (at 50°C);;0.542;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
788;Organic;8;Other;Milk;evaporated (at 80°C);;0.565;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
789;Organic;8;Other;Milk;evaporated (at 2°C);;0.456;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
790;Organic;8;Other;Milk;evaporated (at 20°C);;0.472;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
791;Organic;8;Other;Milk;evaporated (at 50°C);;0.51;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
792;Organic;8;Other;Milk;evaporated (at 80°C);;0.531;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
793;Organic;8;Other;Milk;evaporated (at 23°C);;0.472;;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
794;Organic;8;Other;Milk;evaporated (at 41°C);;0.504;;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
795;Organic;8;Other;Milk;evaporated (at 60°C);;0.516;;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
796;Organic;8;Other;Milk;evaporated (at 79°C);;0.527;;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
797;Organic;8;Other;Milk;evaporated (at 26°C);;0.324;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
798;Organic;8;Other;Milk;evaporated (at 40°C);;0.34;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
799;Organic;8;Other;Milk;evaporated (at 59°C);;0.357;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
800;Organic;8;Other;Milk;evaporated (at 79°C);;0.364;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
801;Organic;8;Other;Milk;Whey (at 2°C);;0.54;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
802;Organic;8;Other;Milk;Whey (at 20°C);;0.567;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
803;Organic;8;Other;Milk;Whey (at 50°C);;0.63;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
804;Organic;8;Other;Milk;Whey (at 80°C);;0.64;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
805;Organic;8;Other;Honey; (at 2°C);;0.502;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
806;Organic;8;Other;Honey; (at 69°C);;0.415;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
807;Organic;8;Other;Molasses;syrup (at 30°C);;0.346;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
808;Organic;8;Other;Gelatin;gel (at 5°C);;0.522;;;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
809;Organic;8;Other;Oil;almond (at 4°C);0.92;0.176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
810;Organic;8;Other;Oil;cod liver (at 35°C);;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
811;Organic;8;Other;Oil;lemon (at 6°C);0.82;0.156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
812;Organic;8;Other;Oil;mustard (at 25°C);1.02;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
813;Organic;8;Other;Oil;nutmeg (at 4°C);0.94;0.156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
814;Organic;8;Other;Oil;olive (at 7°C);0.91;0.175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
815;Organic;8;Other;Oil;olive (at 32°C);0.91;0.168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
816;Organic;8;Other;Oil;olive (at 65°C);;0.166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
817;Organic;8;Other;Oil;olive (at 151°C);;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
818;Organic;8;Other;Oil;olive (at 185°C);;0.156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
819;Organic;8;Other;Oil;peanut (at 4°C);0.92;0.168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
820;Organic;8;Other;Oil;peanut (at 25°C);;0.169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
821;Organic;8;Other;Oil;rapeseed (at 20°C);0.91;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
822;Organic;8;Other;Oil;sesame (at 4°C);0.92;0.176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
823;Organic;8;Other;Cooking oil elianto oil, salad, golden fry, rina;;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
824;Organic;8;Other;Cooking oil, sima   ;;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
825;Organic;8;Other;Cooking oil, tily, chipo, pura ;;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
826;Organic;8;Other;Oil, other than palmoil  ;;0.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
827;Organic;8;Other;Oil, palmoil    ;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
828;Organic;8;Other;Oil, sunflower    ;;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
829;Organic;8;Other;Oil, vegetable, coconut   ;;0.924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
830;Organic;8;Other;Oil, vegetable, corn   ;;0.922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
831;Organic;8;Other;Oil, vegetable, olive   ;;0.918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
832;Organic;8;Other;Oil, vegetable, palm   ;;0.915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
833;Organic;8;Other;Oil, vegetable, peanut   ;;0.914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
834;Organic;8;Other;Oil, vegetable, soya   ;;0.927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
835;Organic;8;Other;Milk;canned, condensed, sweetened;;;2.35;;27.16;;;1.83;;;;;;;;;;;;;;;;;;;;;;;;;;;3
836;Organic;8;Other;Milk;evaporated;;;3.56;;74.04;;;1.55;;;;;;;;;;;;;;;;;;;;;;;;;;;3
837;Organic;8;Other;Milk;skim;;;3.95;;90.8;;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;;;3
838;Organic;8;Other;Milk;skim, dried;;;1.8;;3.16;;;7.93;;;;;;;;;;;;;;;;;;;;;;;;;;;3
839;Organic;8;Other;Milk;whole;;;3.89;;87.69;;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;;;3
840;Organic;8;Other;Milk;dried;;;1.85;;2.47;;;6.08;;;;;;;;;;;;;;;;;;;;;;;;;;;3
841;Organic;8;Other;Milk;whey, acid, dried;;;1.68;;3.51;;;10.77;;;;;;;;;;;;;;;;;;;;;;;;;;;3
842;Organic;8;Other;Milk;sweet, dried;;;1.69;;3.19;;;8.35;;;;;;;;;;;;;;;;;;;;;;;;;;;3
